Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,203,Spain,5510,Production,75,Oats,1986,1986,tonnes,433143,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,1987,1987,tonnes,501910,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,1988,1988,tonnes,555000,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,1989,1989,tonnes,507600,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,1990,1990,tonnes,511600,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,1991,1991,tonnes,403600,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,1992,1992,tonnes,313100,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,1993,1993,tonnes,431101,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,1994,1994,tonnes,413900,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,1995,1995,tonnes,231400,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,1996,1996,tonnes,664300,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,1997,1997,tonnes,520643,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,1998,1998,tonnes,725600,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,1999,1999,tonnes,530800,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,2000,2000,tonnes,953692,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,2001,2001,tonnes,665200,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,2002,2002,tonnes,916000,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,2003,2003,tonnes,873400,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,2004,2004,tonnes,1042975,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,2005,2005,tonnes,542108,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,2006,2006,tonnes,948185,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,2007,2007,tonnes,1309450,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,2008,2008,tonnes,1188300,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,2009,2009,tonnes,923946,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,2010,2010,tonnes,1024661,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,2011,2011,tonnes,1119214,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,2012,2012,tonnes,683500,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,2013,2013,tonnes,957700,,Official data
QC,Crops,203,Spain,5510,Production,75,Oats,2014,2014,tonnes,649097,,Official data
QC,Crops,203,Spain,5419,Yield,260,Olives,1980,1980,hg/ha,19498,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1981,1981,hg/ha,7437,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1982,1982,hg/ha,16316,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1983,1983,hg/ha,6479,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1984,1984,hg/ha,17289,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1985,1985,hg/ha,9700,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1986,1986,hg/ha,12394,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1987,1987,hg/ha,18858,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1988,1988,hg/ha,10927,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1989,1989,hg/ha,14341,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1990,1990,hg/ha,16324,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1991,1991,hg/ha,14383,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1992,1992,hg/ha,15494,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1993,1993,hg/ha,13432,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1994,1994,hg/ha,13367,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1995,1995,hg/ha,7994,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1996,1996,hg/ha,21251,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1997,1997,hg/ha,26634,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1998,1998,hg/ha,19504,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,1999,1999,hg/ha,15728,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,2000,2000,hg/ha,21495,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,2001,2001,hg/ha,28178,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,2002,2002,hg/ha,18164,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,2003,2003,hg/ha,30963,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,2004,2004,hg/ha,21097,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,2005,2005,hg/ha,16314,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,2006,2006,hg/ha,22865,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,2007,2007,hg/ha,24858,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,2008,2008,hg/ha,22733,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,2009,2009,hg/ha,28460,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,2010,2010,hg/ha,29076,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,2011,2011,hg/ha,31234,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,2012,2012,hg/ha,15371,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,2013,2013,hg/ha,36899,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,260,Olives,2014,2014,hg/ha,18127,Fc,Calculated data
QC,Crops,203,Spain,5510,Production,260,Olives,1961,1961,tonnes,1863400,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1962,1962,tonnes,1641000,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1963,1963,tonnes,3124300,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1964,1964,tonnes,572700,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1965,1965,tonnes,1656100,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1966,1966,tonnes,2101500,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1967,1967,tonnes,1372000,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1968,1968,tonnes,2274300,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1969,1969,tonnes,1738300,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1970,1970,tonnes,2100000,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1971,1971,tonnes,1744000,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1972,1972,tonnes,2309500,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1973,1973,tonnes,2249400,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1974,1974,tonnes,1640200,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1975,1975,tonnes,2357700,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1976,1976,tonnes,2138800,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1977,1977,tonnes,1934200,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1978,1978,tonnes,2780700,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1979,1979,tonnes,2300100,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1980,1980,tonnes,2255000,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1981,1981,tonnes,1520800,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1982,1982,tonnes,3337900,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1983,1983,tonnes,1328400,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1984,1984,tonnes,3525400,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1985,1985,tonnes,1989500,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1986,1986,tonnes,2556800,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1987,1987,tonnes,3879000,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1988,1988,tonnes,2223700,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1989,1989,tonnes,2945700,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1990,1990,tonnes,3369300,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1991,1991,tonnes,2983000,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1992,1992,tonnes,3177900,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1993,1993,tonnes,2809907,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1994,1994,tonnes,2799000,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1995,1995,tonnes,1694200,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1996,1996,tonnes,4517200,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1997,1997,tonnes,5879640,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1998,1998,tonnes,4279180,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,1999,1999,tonnes,3460100,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,2000,2000,tonnes,4943800,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,2001,2001,tonnes,6762600,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,2002,2002,tonnes,4414911,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,2003,2003,tonnes,7553566,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,2004,2004,tonnes,5200029,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,2005,2005,tonnes,4021720,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,2006,2006,tonnes,5679021,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,2007,2007,tonnes,6140251,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,2008,2008,tonnes,5570727,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,2009,2009,tonnes,6972094,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,2010,2010,tonnes,7197600,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,2011,2011,tonnes,7820060,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,2012,2012,tonnes,3849300,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,2013,2013,tonnes,9250610,,Official data
QC,Crops,203,Spain,5510,Production,260,Olives,2014,2014,tonnes,4560400,,Official data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1961,1961,hg/ha,231443,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1962,1962,hg/ha,225780,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1963,1963,hg/ha,243060,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1964,1964,hg/ha,236130,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1965,1965,hg/ha,239628,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1966,1966,hg/ha,236593,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1967,1967,hg/ha,259447,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1968,1968,hg/ha,257128,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1969,1969,hg/ha,260950,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1970,1970,hg/ha,250620,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1971,1971,hg/ha,266108,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1972,1972,hg/ha,254697,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1973,1973,hg/ha,254420,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1974,1974,hg/ha,247077,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1975,1975,hg/ha,251779,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1976,1976,hg/ha,250729,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1977,1977,hg/ha,307326,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1978,1978,hg/ha,285444,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1979,1979,hg/ha,283854,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1980,1980,hg/ha,284874,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1981,1981,hg/ha,309735,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1982,1982,hg/ha,306414,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1983,1983,hg/ha,295833,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1984,1984,hg/ha,325421,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1985,1985,hg/ha,334554,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1986,1986,hg/ha,339913,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1987,1987,hg/ha,358097,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1988,1988,hg/ha,350490,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1989,1989,hg/ha,341572,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1990,1990,hg/ha,359739,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1991,1991,hg/ha,360177,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1992,1992,hg/ha,364286,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1993,1993,hg/ha,344163,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1994,1994,hg/ha,364097,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1995,1995,hg/ha,363271,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1996,1996,hg/ha,377813,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1997,1997,hg/ha,396161,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1998,1998,hg/ha,422741,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",1999,1999,hg/ha,432065,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",2000,2000,hg/ha,438353,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",2001,2001,hg/ha,469292,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",2002,2002,hg/ha,475441,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",2003,2003,hg/ha,439330,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",2004,2004,hg/ha,464962,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",2005,2005,hg/ha,467865,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",2006,2006,hg/ha,520917,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",2007,2007,hg/ha,530483,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",2008,2008,hg/ha,368068,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",2009,2009,hg/ha,526723,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",2010,2010,hg/ha,491650,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",2011,2011,hg/ha,533120,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",2012,2012,hg/ha,511532,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",2013,2013,hg/ha,551845,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,403,"Onions, dry",2014,2014,hg/ha,546838,Fc,Calculated data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1961,1961,tonnes,826600,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1962,1962,tonnes,811000,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1963,1963,tonnes,873800,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1964,1964,tonnes,772430,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1965,1965,tonnes,781258,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1966,1966,tonnes,768100,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1967,1967,tonnes,968930,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1968,1968,tonnes,966800,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1969,1969,tonnes,934200,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1970,1970,tonnes,889700,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1971,1971,tonnes,936700,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1972,1972,tonnes,965300,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1973,1973,tonnes,943900,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1974,1974,tonnes,862300,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1975,1975,tonnes,820800,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1976,1976,tonnes,860000,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1977,1977,tonnes,1195500,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1978,1978,tonnes,996200,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1979,1979,tonnes,891300,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1980,1980,tonnes,905900,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1981,1981,tonnes,1053100,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1982,1982,tonnes,1051000,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1983,1983,tonnes,958500,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1984,1984,tonnes,1155246,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1985,1985,tonnes,1248758,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1986,1986,tonnes,1165900,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1987,1987,tonnes,1110100,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1988,1988,tonnes,1072500,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1989,1989,tonnes,995682,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1990,1990,tonnes,1100800,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1991,1991,tonnes,1019300,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1992,1992,tonnes,1020000,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1993,1993,tonnes,884500,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1994,1994,tonnes,1008550,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1995,1995,tonnes,977200,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1996,1996,tonnes,967200,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1997,1997,tonnes,932364,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1998,1998,tonnes,970190,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",1999,1999,tonnes,981350,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",2000,2000,tonnes,959731,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",2001,2001,tonnes,991520,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",2002,2002,tonnes,1022102,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",2003,2003,tonnes,936827,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",2004,2004,tonnes,1030449,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",2005,2005,tonnes,1006051,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",2006,2006,tonnes,1099551,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",2007,2007,tonnes,1184250,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",2008,2008,tonnes,1062538,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",2009,2009,tonnes,1256288,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",2010,2010,tonnes,1105131,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",2011,2011,tonnes,1307531,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",2012,2012,tonnes,1169721,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",2013,2013,tonnes,1214501,,Official data
QC,Crops,203,Spain,5510,Production,403,"Onions, dry",2014,2014,tonnes,1364633,,Official data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1961,1961,hg/ha,126667,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1962,1962,hg/ha,119949,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1963,1963,hg/ha,122928,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1964,1964,hg/ha,137232,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1965,1965,hg/ha,133438,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1966,1966,hg/ha,131364,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1967,1967,hg/ha,129842,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1968,1968,hg/ha,133040,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1969,1969,hg/ha,126452,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1970,1970,hg/ha,127647,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1971,1971,hg/ha,133684,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1972,1972,hg/ha,155556,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1973,1973,hg/ha,141333,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1974,1974,hg/ha,137059,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1975,1975,hg/ha,139000,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1976,1976,hg/ha,140000,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1977,1977,hg/ha,132609,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1978,1978,hg/ha,168391,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1979,1979,hg/ha,136211,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1980,1980,hg/ha,139000,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1981,1981,hg/ha,146000,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1982,1982,hg/ha,150417,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1983,1983,hg/ha,154902,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1984,1984,hg/ha,139402,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1985,1985,hg/ha,153216,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1986,1986,hg/ha,150000,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1987,1987,hg/ha,153759,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1988,1988,hg/ha,147810,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1989,1989,hg/ha,150885,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1990,1990,hg/ha,155306,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1991,1991,hg/ha,158830,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1992,1992,hg/ha,155706,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1993,1993,hg/ha,161008,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1994,1994,hg/ha,164620,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1995,1995,hg/ha,166045,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1996,1996,hg/ha,160000,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1997,1997,hg/ha,166667,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1998,1998,hg/ha,210469,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",1999,1999,hg/ha,175000,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",2000,2000,hg/ha,193673,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",2001,2001,hg/ha,195150,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",2002,2002,hg/ha,208261,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",2003,2003,hg/ha,208120,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",2004,2004,hg/ha,220270,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",2005,2005,hg/ha,210923,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",2006,2006,hg/ha,270657,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",2007,2007,hg/ha,297036,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",2008,2008,hg/ha,253333,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,402,"Onions, shallots, green",2009,2009,hg/ha,260504,Fc,Calculated data
